Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Stock_Name
2025-12-11 00:00:00+05:30,1529.826707449835,1542.8663926602953,1516.9860531705099,1537.889404296875,4706197,0.0,0.0,RELIANCE.NS
2025-12-12 00:00:00+05:30,1543.6628294631555,1552.62140892391,1538.9843872841,1549.3365478515625,5106655,0.0,0.0,RELIANCE.NS
2025-12-15 00:00:00+05:30,1544.060853330096,1551.4268205626304,1539.3825327747268,1549.037841796875,5774543,0.0,0.0,RELIANCE.NS
2025-12-16 00:00:00+05:30,1537.8894294536826,1544.5585453663573,1531.7180123854912,1535.201904296875,11731856,0.0,0.0,RELIANCE.NS
2025-12-17 00:00:00+05:30,1542.8664391614582,1542.8664391614582,1532.2157323461342,1537.292236328125,7116649,0.0,0.0,RELIANCE.NS
2025-12-18 00:00:00+05:30,1528.1345045583196,1544.3595357154854,1528.1345045583196,1537.292236328125,6580829,0.0,0.0,RELIANCE.NS
2025-12-19 00:00:00+05:30,1547.2461442463334,1566.9549449740825,1543.8617679066683,1557.8968505859375,13937275,0.0,0.0,RELIANCE.NS
2025-12-22 00:00:00+05:30,1566.2582562309594,1570.2398469681211,1558.0960438231807,1568.1495361328125,10184852,0.0,0.0,RELIANCE.NS
2025-12-23 00:00:00+05:30,1573.6241984599117,1573.6241984599117,1560.8830596994947,1563.4710693359375,7506564,0.0,0.0,RELIANCE.NS
2025-12-24 00:00:00+05:30,1565.4619535362338,1568.448146711295,1546.4498812900458,1551.0286865234375,8815745,0.0,0.0,RELIANCE.NS
2025-12-26 00:00:00+05:30,1547.5447581940155,1553.8158123179846,1547.1466963201515,1552.0240478515625,2311495,0.0,0.0,RELIANCE.NS
2025-12-29 00:00:00+05:30,1547.7439417510202,1550.9291658570105,1536.495898892566,1538.4866943359375,5972105,0.0,0.0,RELIANCE.NS
2025-12-30 00:00:00+05:30,1539.8801935176687,1546.449793829553,1530.7225835687998,1532.71337890625,8815884,0.0,0.0,RELIANCE.NS
2025-12-31 00:00:00+05:30,1533.9078900841737,1569.7422080874378,1533.9078900841737,1563.172607421875,5771830,0.0,0.0,RELIANCE.NS
2026-01-01 00:00:00+05:30,1566.457230908256,1585.1707553042595,1563.8692213237453,1568.3485107421875,6408128,0.0,0.0,RELIANCE.NS
2026-01-02 00:00:00+05:30,1572.7283614795997,1587.2611435561273,1570.9365970213464,1584.9718017578125,6602230,0.0,0.0,RELIANCE.NS
2026-01-05 00:00:00+05:30,1585.6684856930358,1604.3820104615531,1568.049995566515,1570.8370361328125,8704973,0.0,0.0,RELIANCE.NS
2026-01-06 00:00:00+05:30,1561.77894010158,1561.77894010158,1489.4135782872731,1500.6614990234375,27417125,0.0,0.0,RELIANCE.NS
2026-01-07 00:00:00+05:30,1503.0504545946628,1513.004431115157,1491.1056827700695,1497.277099609375,11199340,0.0,0.0,RELIANCE.NS
2026-01-08 00:00:00+05:30,1493.0965028672745,1496.9785780764303,1462.040144211037,1463.831787109375,16518684,0.0,0.0,RELIANCE.NS
2026-01-09 00:00:00+05:30,1458.2576091430024,1473.0890589574892,1458.2576091430024,1468.51025390625,8335311,0.0,0.0,RELIANCE.NS
2026-01-12 00:00:00+05:30,1468.5102348906719,1478.4642116159973,1444.322022844729,1476.373779296875,8883745,0.0,0.0,RELIANCE.NS
2026-01-13 00:00:00+05:30,1478.165525590484,1478.9618923221497,1438.050951275772,1446.11376953125,13499760,0.0,0.0,RELIANCE.NS
2026-01-14 00:00:00+05:30,1437.3542473990606,1460.2483939989072,1433.5716876182923,1452.086181640625,8321764,0.0,0.0,RELIANCE.NS
2026-01-15 00:00:00+05:30,1452.086181640625,1452.086181640625,1452.086181640625,1452.086181640625,0,0.0,0.0,RELIANCE.NS
2026-01-16 00:00:00+05:30,1452.0861898343726,1473.1885721290346,1448.4031454989463,1451.1903076171875,17167161,0.0,0.0,RELIANCE.NS
2026-01-19 00:00:00+05:30,1443.9238298491432,1443.9238298491432,1396.8415931572963,1407.0941162109375,20392765,0.0,0.0,RELIANCE.NS
2026-01-20 00:00:00+05:30,1404.207443054835,1409.4830993039366,1383.6027599099377,1387.5843505859375,13189498,0.0,0.0,RELIANCE.NS
2026-01-21 00:00:00+05:30,1383.105138772638,1406.3974698374059,1366.681076311502,1398.1356201171875,17352720,0.0,0.0,RELIANCE.NS
2026-01-22 00:00:00+05:30,1403.610286379211,1412.9670491536458,1388.5798052619484,1396.0452880859375,15721693,0.0,0.0,RELIANCE.NS
2026-01-23 00:00:00+05:30,1395.348519642108,1400.5245389866304,1374.6441992470054,1379.720703125,9837802,0.0,0.0,RELIANCE.NS
2026-01-27 00:00:00+05:30,1373.6487855396595,1385.195374217857,1361.7040134914885,1374.146484375,26302396,0.0,0.0,RELIANCE.NS
2026-01-28 00:00:00+05:30,1378.6257466723232,1403.4111724845945,1378.526231208921,1390.2718505859375,11121657,0.0,0.0,RELIANCE.NS
2026-01-29 00:00:00+05:30,1396.4434009824272,1396.4434009824272,1377.6303609139109,1384.59814453125,20846683,0.0,0.0,RELIANCE.NS
2026-01-30 00:00:00+05:30,1376.236766748553,1391.5659148620384,1372.1556606847782,1388.9779052734375,11239835,0.0,0.0,RELIANCE.NS
2026-02-02 00:00:00+05:30,1333.8329085367304,1386.4894707948447,1329.35361891851,1384.0009765625,15711165,0.0,0.0,RELIANCE.NS
2026-02-03 00:00:00+05:30,1467.1166446366906,1482.6448239290096,1423.6176937150067,1430.4859619140625,25456171,0.0,0.0,RELIANCE.NS
2026-02-04 00:00:00+05:30,1437.3543194605445,1457.2622740237098,1433.6713964697635,1450.095458984375,8333387,0.0,0.0,RELIANCE.NS
2026-02-05 00:00:00+05:30,1450.2944646433757,1454.7737543419996,1432.8750047042822,1436.757080078125,11763658,0.0,0.0,RELIANCE.NS
2026-02-06 00:00:00+05:30,1434.865799564727,1446.113842295832,1426.9026178813986,1444.123046875,8277304,0.0,0.0,RELIANCE.NS
2026-02-09 00:00:00+05:30,1451.2898835062008,1459.153549837875,1446.3128948796364,1454.873291015625,5775864,0.0,0.0,RELIANCE.NS
2026-02-10 00:00:00+05:30,1464.2299462371711,1464.2299462371711,1445.5164217743147,1451.7874755859375,10259630,0.0,0.0,RELIANCE.NS
2026-02-11 00:00:00+05:30,1452.882456999606,1463.234617369774,1446.91007080626,1461.9405517578125,7106877,0.0,0.0,RELIANCE.NS
2026-02-12 00:00:00+05:30,1463.2345557130195,1466.2207486838624,1438.8473131178025,1442.231689453125,11135399,0.0,0.0,RELIANCE.NS
2026-02-13 00:00:00+05:30,1438.8473526451965,1444.0233720001163,1409.7817888672503,1413.0665283203125,10755693,0.0,0.0,RELIANCE.NS
2026-02-16 00:00:00+05:30,1413.564201587246,1432.9744560797708,1402.8139796964888,1430.4859619140625,5896514,0.0,0.0,RELIANCE.NS
2026-02-17 00:00:00+05:30,1424.5136248062843,1425.2104761017015,1412.0711535507119,1416.450927734375,10731630,0.0,0.0,RELIANCE.NS
2026-02-18 00:00:00+05:30,1420.4325123887006,1435.4629932986807,1412.6683617554224,1434.666748046875,5521096,0.0,0.0,RELIANCE.NS
2026-02-19 00:00:00+05:30,1436.3588845536149,1436.3588845536149,1393.5567833507007,1403.0130615234375,11884664,0.0,0.0,RELIANCE.NS
2026-02-20 00:00:00+05:30,1403.013091941889,1420.8307355027325,1399.6287153786739,1412.8675537109375,8177670,0.0,0.0,RELIANCE.NS
2026-02-23 00:00:00+05:30,1418.4416634695872,1428.2961245911818,1411.772547760535,1421.4278564453125,7758856,0.0,0.0,RELIANCE.NS
2026-02-24 00:00:00+05:30,1418.7403513100855,1426.7035326906043,1408.4877066792656,1422.2242431640625,12529409,0.0,0.0,RELIANCE.NS
2026-02-25 00:00:00+05:30,1428.395737725409,1433.8704252219175,1387.0867320699354,1392.063720703125,10728792,0.0,0.0,RELIANCE.NS
2026-02-26 00:00:00+05:30,1392.0637118415314,1406.397463315574,1385.4941111892442,1400.3255615234375,16683858,0.0,0.0,RELIANCE.NS
2026-02-27 00:00:00+05:30,1391.5659695052796,1403.9089251530934,1381.711508080472,1387.48486328125,12031440,0.0,0.0,RELIANCE.NS
2026-03-02 00:00:00+05:30,1369.1694587628867,1372.2551671563263,1335.3259388807069,1351.75,23728722,0.0,0.0,RELIANCE.NS
2026-03-04 00:00:00+05:30,1323.8789706886037,1346.5740873609554,1300.9848230751916,1338.8099365234375,32495007,0.0,0.0,RELIANCE.NS
2026-03-05 00:00:00+05:30,1346.8726294272453,1392.5614090361375,1346.8726294272453,1383.005615234375,25957532,0.0,0.0,RELIANCE.NS
2026-03-06 00:00:00+05:30,1390.0728674061675,1417.7449716586152,1383.9014503612218,1398.334716796875,19311971,0.0,0.0,RELIANCE.NS
2026-03-09 00:00:00+05:30,1368.6718029922313,1422.8214608086796,1363.6948146177142,1417.4462890625,24870822,0.0,0.0,RELIANCE.NS
2026-03-10 00:00:00+05:30,1424.015880450879,1424.9117626543534,1394.1539503917586,1402.3162841796875,18071259,0.0,0.0,RELIANCE.NS
2026-03-11 00:00:00+05:30,1418.34212900751,1427.4002232775151,1377.2321576556008,1383.8017578125,21848087,0.0,0.0,RELIANCE.NS
2026-03-12 00:00:00+05:30,1383.6027762448114,1404.4066120742223,1374.7437125844203,1385.7926025390625,20939959,0.0,0.0,RELIANCE.NS
2026-03-13 00:00:00+05:30,1378.8248707870416,1394.3531723993444,1372.0562392077015,1374.3455810546875,17265090,0.0,0.0,RELIANCE.NS
2026-03-16 00:00:00+05:30,1373.6488401657623,1390.8692691567512,1357.224777946389,1388.6793212890625,22837802,0.0,0.0,RELIANCE.NS
2026-03-17 00:00:00+05:30,1392.5613056143347,1399.429573667814,1381.8109624429321,1391.167724609375,19007744,0.0,0.0,RELIANCE.NS
2026-03-18 00:00:00+05:30,1390.7696473738063,1406.3974645008152,1390.7696473738063,1401.6195068359375,9559327,0.0,0.0,RELIANCE.NS
2026-03-19 00:00:00+05:30,1381.6119817895922,1409.1844489610974,1369.7667250791762,1378.4267578125,16498373,0.0,0.0,RELIANCE.NS
2026-03-20 00:00:00+05:30,1391.5659566755692,1423.4186824363833,1389.6746767818195,1407.8905029296875,22994918,0.0,0.0,RELIANCE.NS
2026-03-23 00:00:00+05:30,1393.5567722314413,1409.0849519631759,1384.598192981382,1401.3209228515625,18979554,0.0,0.0,RELIANCE.NS
2026-03-24 00:00:00+05:30,1413.4647025895886,1415.8536813182018,1400.1263494042955,1405.302490234375,18620893,0.0,0.0,RELIANCE.NS
2026-03-25 00:00:00+05:30,1413.464703831985,1423.9163794589117,1401.9181150601291,1406.596435546875,19041331,0.0,0.0,RELIANCE.NS
2026-03-27 00:00:00+05:30,1394.552193095842,1398.235116023098,1338.809921280448,1341.8956298828125,23266517,0.0,0.0,RELIANCE.NS
