Date,Stock_Name,Open_Price,High_Price,Low_Price,Close_Price,Volume,Daily_Return
2026-06-02,INFY.NS,1206.3943648530496,1251.811588367994,1206.3943648530496,1243.8831787109375,36032600,5.679838726070363
2026-06-03,INFY.NS,1215.7909483013548,1223.425783618914,1190.2437985614154,1196.7039794921875,18534303,-3.7928963126298454
2026-06-04,INFY.NS,1182.4132636253246,1189.4607121046952,1170.8631524946943,1175.855224609375,12755957,-1.7421814617562759
2026-06-05,INFY.NS,1194.159169493737,1197.8787294549086,1169.0035692089534,1172.1357421875,8692290,-0.3163214606722198
2026-06-08,INFY.NS,1152.559265415463,1175.26781631171,1151.5804465064052,1162.4453125,8631711,-0.826732718636769
2026-06-09,INFY.NS,1168.3182691086097,1168.3182691086097,1142.5754025403635,1155.300048828125,10984054,-0.6146752535401534
2026-06-10,INFY.NS,1160.0999755859375,1171.4000244140625,1143.300048828125,1145.300048828125,8887626,-0.865576004272095
2026-06-11,INFY.NS,1129.699951171875,1133.699951171875,1109.0,1114.5999755859375,9372176,-2.680526668413219
2026-06-12,INFY.NS,1120.0,1123.300048828125,1111.5,1118.199951171875,2215156,0.3229836411978271
2025-06-12,HDFCBANK.NS,961.9966994408974,967.4233474890254,954.7447484104943,958.74072265625,16349130,
2025-06-13,HDFCBANK.NS,947.19676434732,953.6100757725884,943.7434428106371,946.0127563476562,12117762,-1.327571261741145
2025-06-16,HDFCBANK.NS,949.1700746468088,956.520728121515,947.2460692080249,954.7940673828125,16513746,0.9282444635375642
2025-06-17,HDFCBANK.NS,955.5834055099792,957.852719054467,946.7527569357399,951.9327392578125,16978736,-0.29968013237066105
2025-06-18,HDFCBANK.NS,945.7167603313338,955.2380851367438,945.7167603313338,954.0540771484375,18433816,0.2228453548387188
2025-06-19,HDFCBANK.NS,954.0540746334422,960.4180648603083,949.9593979158449,954.7447509765625,16876220,0.07239357230035548
2025-06-20,HDFCBANK.NS,952.9193918485255,971.8140179089729,952.9193918485255,969.2486572265625,32900408,1.5191396690230174
2025-06-23,HDFCBANK.NS,961.2073364257812,965.8939867961492,957.9513597916495,961.2073364257812,11739518,-0.8296447708053489
2025-06-24,HDFCBANK.NS,969.3966711141703,976.3033140635843,964.7593416610487,967.3740234375,22625322,0.6415563820652226
2025-06-25,HDFCBANK.NS,969.8900392545883,977.7833457795492,968.854054817417,976.8953247070312,18405932,0.9842419828163251
2025-06-26,HDFCBANK.NS,977.4873577522009,1000.032590400823,976.7966813877978,997.41796875,50084830,2.1008027701558962
2025-06-27,HDFCBANK.NS,1004.0015037809444,1007.393088107433,994.2258430942326,1004.9491577148438,28213384,0.7550685069652507
2025-06-30,HDFCBANK.NS,1003.2533964547342,1004.400566128524,995.2732550959096,998.2658081054688,13649020,-0.6650435554941159
2025-07-01,HDFCBANK.NS,1000.0114368496795,1005.4977838847651,999.5126780283082,1003.5526123046875,14389386,0.5295988459478762
2025-07-02,HDFCBANK.NS,1007.4429706558585,1007.4429706558585,986.4950998423908,990.5350341796875,18878250,-1.2971495430722624
2025-07-03,HDFCBANK.NS,994.9739612315547,1001.507689459166,989.6871300276722,991.0836181640625,16860506,0.055382592785258034
2025-07-04,HDFCBANK.NS,991.0836632772651,999.2633203019867,987.5424877454124,992.1809692382812,7863944,0.1107223501737975
2025-07-07,HDFCBANK.NS,992.0312782906421,996.7196233059492,989.4377568185034,991.2332763671875,11349426,-0.09551613067334541
2025-07-08,HDFCBANK.NS,986.0462146584523,1000.0114620081927,986.0462146584523,998.2159423828125,15224316,0.7044422521019555
2025-07-09,HDFCBANK.NS,1001.0089360727129,1004.4005203490875,996.5699704674603,1003.1036987304688,13861428,0.48964919714553634
2025-07-10,HDFCBANK.NS,1005.4977851253348,1005.9965439473215,997.5176439735463,1000.6099243164062,17030310,-0.24860584376457107
2025-07-11,HDFCBANK.NS,996.5201541247731,999.9117385623401,987.9913902076418,989.3878784179688,12516922,-1.1215205471906686
2025-07-14,HDFCBANK.NS,989.0387573242188,991.8816582943851,982.8541356715338,989.0387573242188,13088850,-0.03528657479695552
2025-07-15,HDFCBANK.NS,984.0511806165923,999.3131887778599,984.0511806165923,995.2732543945312,14498168,0.6303592274967684
2025-07-16,HDFCBANK.NS,1006.4952830829005,1008.8394251469304,993.826797075495,995.6722412109375,17994612,0.040088168213570086
2025-07-17,HDFCBANK.NS,999.5126501495852,999.9116815490105,988.8890631972324,990.98388671875,22529158,-0.47087327517392197
2025-07-18,HDFCBANK.NS,990.9838927216935,996.0213445308241,974.0759568696542,976.2705078125,16129446,-1.4847243334064175
2025-07-21,HDFCBANK.NS,986.6446826643673,998.5151670456409,985.7968170158388,997.7670288085938,22309078,2.201902118733501
2025-07-22,HDFCBANK.NS,1004.051390877723,1006.4953213272488,999.0139388595042,1001.058837890625,14836814,0.3299176047099728
2025-07-23,HDFCBANK.NS,1003.0039954915454,1012.3806857402005,999.0139248978445,1009.6375122070312,13634916,0.8569600498690821
2025-07-24,HDFCBANK.NS,1016.3208076773761,1016.3208076773761,1001.7072110041944,1004.5999755859375,19107176,-0.4989450728788647
2025-07-25,HDFCBANK.NS,1007.5,1007.5,999.5,1002.2999877929688,9306598,-0.22894563496552722
2025-07-28,HDFCBANK.NS,1001.5,1010.7000122070312,1000.25,1004.25,12059580,0.19455374945429593
2025-07-29,HDFCBANK.NS,999.9500122070312,1013.25,998.1500244140625,1010.7999877929688,19895696,0.6522268153317246
2025-07-30,HDFCBANK.NS,1014.0,1016.2999877929688,1008.5,1012.9000244140625,15154036,0.20775985817720333
2025-07-31,HDFCBANK.NS,1007.2999877929688,1015.7000122070312,1004.0,1009.0999755859375,22183032,-0.37516524203099477
2025-08-01,HDFCBANK.NS,1007.0,1014.1500244140625,1004.6500244140625,1006.0999755859375,11317258,-0.29729462616011615
2025-08-04,HDFCBANK.NS,1005.0499877929688,1009.25,994.0499877929688,996.0,13933946,-1.0038739519952156
2025-08-05,HDFCBANK.NS,993.25,997.2000122070312,982.75,988.7999877929688,23978058,-0.7228927918706107
2025-08-06,HDFCBANK.NS,985.5499877929688,994.0,985.0,992.6500244140625,14080204,0.38936454982034796
2025-08-07,HDFCBANK.NS,990.0499877929688,1000.7999877929688,988.4000244140625,997.7000122070312,13081186,0.5087379911111745
2025-08-08,HDFCBANK.NS,993.5499877929688,996.4000244140625,985.0,986.9500122070312,13895264,-1.0774781866765504
2025-08-11,HDFCBANK.NS,987.9500122070312,998.7999877929688,986.5499877929688,997.7999877929688,9105854,1.0993439841674002
2025-08-12,HDFCBANK.NS,995.9500122070312,998.0,983.75,984.9500122070312,12937802,-1.2878308020789153
